地址,名称,维度,经度,类型
洪武路街道五福巷16号,马府街社区卫生服务站,32.029224,118.795389,医院
马群街道马群新街125号,马群新街社区卫生服务站,32.054552,118.895961,医院
二板桥568号,江海医院,32.075489,118.737896,医院
尧佳路64号,南京新港医院,32.121327,118.886699,医院
孟丽丽江苏省营苑南路102号,玄武区红山社区卫生服务中心,32.103063,118.828468,医院
,热河南路街道社区卫生服务中心,32.075270,118.740482,医院
双龙大道1300号,南京友爱医院,31.942138,118.821145,医院
大明路157号,南京市中医院,31.995498,118.807767,医院
迈皋桥长营村100号,南京新颐和康复医院,32.10363,118.813724,医院
小市东门前街155号,小市社区卫生服务中心,32.093767,118.785806,医院
热河南路152号,鼓楼区阅江楼社区卫生服务中心,32.075284,118.740505,医院
蓝旗街17栋,秦淮区蓝旗社区卫生服务中心,32.025347,118.817712,医院
公园新寓4栋,大光路社区卫生服务中心,32.027537,118.803712,医院
文体西路18号,华世佳宝妇产医院-南京市爱婴医院,32.029348,118.759312,医院
共青团路32号附近,南京医科大学附属南京医院,32.001268,118.775028,医院
江心洲街道中棚57号,建邺区江心洲社区卫生服务中心,32.010294,118.694073,医院
十字街100号,中国中医科学院江苏分院,32.099464,118.810766,医院
凤滨路111号,南钢医院(康乐路),32.202518,118.743748,医院
丰富路27-5号,咸慈中医院,32.032950,118.779067,医院
红山街道兴贤路近贤苑1幢,迈皋桥街道兴卫社区卫生服务站,32.105480,118.840670,医院
盐业路西150米,宁南社区卫生服务中心,31.984921,118.796106,医院
中山北路校门口1号,三五零三公司职工医院,32.074344,118.76059,医院
挹江门街道中山北路253号,鼓楼区虹桥社区卫生服务中心,32.074398,118.765755,医院
中轴路,南京花旗医院,32.174557,118.672885,医院
江宁路1号,正跃中医院,32.006104,118.792611,医院
半山园21号,南京半山医院(精神科),32.048288,118.822026,医院
珠江镇公园北路18号,南京市浦口区中医院(象山路),32.064534,118.628696,医院
雨花西路113号,雨花台区慢病防治指导医院,32.000750,118.769535,医院
东山街道宏运大道1928号,江宁区东山街道社区卫生服务中心,31.963804,118.825325,医院
宁六路69号,南京鼓楼医院集团高新医院,32.172044,118.717154,医院
华电东路14附近,江苏省人民医院南京医科大学第一附属医院战略合作医院内分泌代谢病院区,32.103375,118.815342,医院
文荟路与麒麟商业步行街交叉口东50米,南京江宁丹溪中医医院,32.053558,118.922842,医院
仙林大道163号南京大学仙林校区内,南京大学仙林校区医院(九乡河东路),32.115702,118.953039,医院
中山北路262,南京医科大学第二附属医院萨家湾院区,32.083043,118.75665,医院
迎江路36号,大桥四处职工医院,32.114609,118.733359,医院
南苑台园26-1号,南苑卫生服务站,32.020719,118.759581,医院
石杨路55号银龙花园-期,银龙花园社区卫生服务站,32.005735,118.855863,医院
转龙巷20-26号附近,夫子庙社区卫生服务中心福乐老年公寓医疗点,32.011336,118.791877,医院
长乐路238号,南京建国医院,32.013635,118.796314,医院
挹江门街道福建路洪庙巷10号,南京财经大学医院,32.084305,118.762383,医院
上河街166号,江苏省人民医院浦口分院,32.048923,118.636282,医院
南苑街道虹苑新寓(建邺区人力资源市场对面),建邺区虹苑社区卫生服务站,32.015273,118.751615,医院
十字街3号(红山路195号),南京悦群医院,32.094897,118.808826,医院
中山林11号,江苏省钟山康复医院,32.049092,118.845841,医院
软件大道176号1层,雨花台区软件大道社区卫生服务站,31.974972,118.755632,医院
建宁路200号(阅江楼风景区旁),上海长征医院南京分院,32.092523,118.749566,医院
灵山北路188号,泰康仙林鼓楼医院,32.094526,118.935825,医院
集庆门大街269号,江苏省老年医院分院,32.030811,118.722107,医院
尧佳路8,南京烷基苯医院,32.114354,118.874969,医院
晨光路110-6号,中华门社区卫生服务中心晨光路服务点,31.999757,118.794188,医院
乐山路与楠溪江西街交叉口东南150米,南京擎安医院,32.002358,118.715748,医院
通淮街65-67号,南京江宁湖滨世纪花园社区卫生服务站,31.939356,118.803119,医院
瑞金新村64幢-2,秦淮区瑞金新村社区卫生服务站,32.030998,118.812540,医院
幕府西路118号,南京仁康医院(癫痫科),32.100887,118.766319,医院
双龙大道2186号,新城医院,31.915629,118.827002,医院
和燕路西100米,幕府山庄社区卫生服务站,32.123056,118.819121,医院
板桥大道9号,南京市雨花医院(华兴路),31.916536,118.664821,医院
临淮街18号,汇鸿医宁中医医院,31.945931,118.812375,医院
石华街17号3幢112,翠岛花城社区卫生服务站,31.968609,118.786447,医院
张公桥小区内,止马营社区卫生服务站,32.036579,118.771156,医院
秦虹街道秦虹路98号,南京晨光医院武定新村分院,32.012607,118.803314,医院
御道街128号,南京邮政医院,32.022230,118.815592,医院
石杨路105附近,银龙鑫苑社区卫生服务站,32.005484,118.866065,医院
阅城国际悠然园25号,雨花台区花神庙社区卫生服务站,31.987144,118.777418,医院
平顶山路21号,南京扬子医院,32.239188,118.771324,医院
秦虹路98号,武定新村社区卫生服务站,32.012672,118.803469,医院
天泰路2号,诺和堂医院,31.936064,118.847645,医院
大桥南路29号(大桥饭店隔壁),南京万厚中医医院,32.091662,118.754547,医院
武定新村ZB7367,晨光医院,32.012656,118.803486,医院
许家巷44号,双塘社区卫生服务中心,32.020846,118.781951,医院
小市东门前街155号小市社区卫生服务中心内,小市社区卫生服务中心住院部,32.093826,118.785875,医院
红山路100号附近,江苏联合职业技术学院南京卫生分院教学医院,32.099464,118.810766,医院
铁心桥大街28号(原铁心桥街道办事处),铁心桥社区医院,31.962455,118.761873,医院
嵩山路127-1号,中城社区卫生服务站,31.999172,118.740031,医院
闽江路169号附近,南京油运医院办公区,32.051691,118.737163,医院
八宝前街72号14幢,秦淮区尚书社区卫生服务站,32.028875,118.806626,医院
邓府山村22幢,邓府山社区卫生服务站,31.990739,118.768438,医院
海福巷20号,石门坎社区卫生服务中心中医馆,32.018877,118.834773,医院
东苑路30号,孝陵卫社区卫生服务中心二部,32.025307,118.844581,医院
迈皋桥街道华银路21-1号,迈皋桥社区卫生服务中心,32.114732,118.861020,医院
孝陵卫路179号南京市钟山医院,玄武区孝陵卫社区卫生服务中心一部,32.035592,118.853321,医院
明匙路65号,秦淮区红花社区卫生服务中心,31.993824,118.800713,医院
金陵小区新七村33-1号,燕江小区社区卫生服务站,32.109193,118.761730,医院
中山北路253,挹江门社区卫生服务中心,32.074133,118.765537,医院
宜春街北100米,燕华花园社区卫生服务站,32.121083,118.829040,医院
南昌路32-1号,南京市鼓楼区中央门社区医院,32.081587,118.781153,医院
闽江路17号,龙江社区卫生服务中心(闽江路),32.051887,118.737591,医院
仙鹤街185-5号,南京中医药大学教学医院,32.025788,118.776636,医院
应天大街与爱达路交叉口南150米,雨花台区应天花园社区卫生服务站,32.012322,118.760330,医院
莱茵达路20号,东山街道莱茵社区卫生服务站,31.943491,118.855072,医院
平江大街与浦珠中路交汇处南200米,南京鼓楼医院江北国际医院,32.092489,118.669585,医院
龙蟠路179号,江苏省血液中心,32.069069,118.814219,医院
点将台路56号,南京安宁医院,32.132908,118.696095,医院
海福巷26号,石坎门社区卫生服务中心,32.018806,118.835024,医院
中华门街道宏光路双桥新村10号,秦淮区双桥新村社区卫生服务站,32.002084,118.798892,医院
东门前街155号,江苏省中医药特色社区卫生服务中心,32.093766,118.785826,医院
解放南路150号,南京第一机床厂有限公司医院,32.025224,118.809765,医院
迈皋桥和燕路396号苏宁名都汇6栋130室,长营村社区卫生服务站,32.114077,118.818932,医院
热河南路207号,南京脑康中医院(自闭症诊疗中心),32.073501,118.741215,医院
苜蓿园大街48号,南京甲康医院,32.033955,118.831634,医院
象房村路与象房西路交叉口东50米,南京紫金医院,32.020756,118.807730,医院
福建路1-1号附近,江苏省人民医院二院院区,32.088866,118.767996,医院
东山街道鼓山路168号,南京医科大学附属江宁医院,31.951388,118.849157,医院
察哈尔路10号,南京政治学院医院(中医神经内科),32.078997,118.757158,医院
南昌路32-1号附近,南京市鼓楼区惠民医院,32.081640,118.781354,医院
雨花东路47号,江苏职工医科大学教学医院,31.997751,118.786730,医院
中山北路校门口1号,南京金康老年康复医院,32.075073,118.760418,医院
板桥大道9号,南京市雨花医院,32.000281,118.769009,医院
挹江门街道察哈尔路10号,南京政治学院医院,32.078958,118.757167,医院
大厂新华路379号,南京六合南都中医院,32.228761,118.757221,医院
尤山路与朝阳路交叉口南,栖霞区医院西岗分院,32.143429,119.010526,医院
孝陵卫街179号附近,卫生部国家紧急救援中心网络医院,32.035132,118.858115,医院
栖霞街65号-69号,南京银茂医院,32.151279,118.953751,医院
华府路33号-4,大新社区卫生服务站(兴新路),32.095431,118.703721,医院
宁六公路38号,南京长海医院(宁六公路辅路),32.152659,118.713605,医院
百水桥南路9号,马群社区卫生服务中心,32.039589,118.90062,医院
迈尧路东50米,江苏省人民医院职业病分院,32.107432,118.815753,医院
樱花路颂和园11幢,樱驼花园社区卫生服务站,32.081376,118.830831,医院
殷巷镇秣陵街道殷巷新寓六区前庄路266号,秣陵街道百家湖社区卫生服务中心,31.907874,118.839182,医院
珍珠南路83号,顶山街道社区卫生服务中心,32.096661,118.700040,医院
象房村50幢南京市育智学校附近,大光明路社区卫生服务中心,32.018746,118.806768,医院
江浦街道凤凰大街17号,南京市浦口区中医院分部,32.059019,118.624547,医院
南湖路7号南京市建邺区南湖社区卫生服务中心内,建邺区南湖社区卫生服务中心急诊,32.026328,118.755867,医院
铁心桥街道春江新城沁顺坊3栋,春江新城社区卫生服务站,31.961785,118.755743,医院
戴家巷16号附近,南京长江医院戴家巷社区便民医疗服务站,32.082748,118.751042,医院
莫愁湖街道南湖路7号南湖社区卫生服务中心口腔中心,南湖社区卫生服务中心囗腔中心,32.026655,118.755850,医院
苜蓿园大街230号秦淮区月牙湖社区卫生服务中心内,秦淮区月牙湖社区卫生服务中心急诊,32.027645,118.831529,医院
小市东门前街155号小市社区卫生服务中心内,小市社区卫生服务中心急诊,32.093867,118.785751,医院
庄排路39号,胜太社区卫生服务中心站,31.941415,118.828294,医院
佛城西路与金智路交叉口东南100米,楚襄苑社区卫生服务中心站,31.910052,118.781833,医院
戴家库,瑞龙医院,32.148339,118.940938,医院
文苑路3号南京财经大学仙林校区内,南京财经大学仙林校区医院,32.105756,118.920743,医院
龙西路78号,雨花区西善桥社区卫生服务中心,31.955716,118.72405,医院
江东中路265号新城大厦,南京市中心医院河西分院,32.004286,118.731579,医院
文德路29-1号,南京浦口雨山医院,32.055337,118.625264,医院
崇文路86号,南京市溧水区人民医院,31.630614,119.033395,医院
雨花西路能仁里16号19-1爱之光社区健康服务中心,爱之光社区健康服务中心,31.999817,118.770322,医院
东晨路与东郊小镇一街交叉口东南150米,晨光社区卫生中心站,32.055169,118.956833,医院
绕城公路铁心桥服务区南区D座,南京瑞海博康复医院,31.965868,118.745047,医院
东山街道金山路76号,金山社区卫生服务站(金山路),31.936148,118.843560,医院
金箔路579外港新村1区7幢,东山街道外港新村社区卫生服务站,31.946030,118.849594,医院
谷里街道邻里大道3号,谷里街道社区卫生服务中心,31.866865,118.703561,医院
029县道与301县道交叉口西150米,麒麟镇卫生院东流村社区卫生服务站,32.080899,118.961669,医院
汤山镇温泉路5号,南京军区南京总医院汤山分院,32.049636,119.060296,医院
喜林路与高新路交汇处东南100米,南京高新技开发区社区卫生服务站,32.160160,118.709466,医院
天保桥路与盛家岗街交叉口南150米,岱山社区卫生服务中心,31.945887,118.692962,医院
远泰路28号,上坊社区卫生服务中心,31.995650,118.877701,医院
江北新区浦珠路139号万江共和新城人和苑31幢103,泰山街道锦城社区卫生服务站,32.109697,118.700974,医院
太新路57号,南京太新路社区卫生服务站,32.142361,118.837798,医院
泰西路6号,浦口区泰山街道社区卫生服务中心,32.145574,118.712968,医院
沿江街道泰冯路98号,浦口区沿江街道社区卫生服务中心,32.166123,118.718717,医院
科学园天印大道1288号,天印山社区卫生服务站,31.944242,118.860865,医院
吉印大道,东南大学九龙湖校区校医院,31.892884,118.824381,医院
尧化街道金山花苑小区17幢,金山花苑社区卫生服务站,32.115047,118.838767,医院
学府路8南京大学浦口校区,南京大学医院浦口分院,32.178841,118.702462,医院
吴家山口6栋309室,上海梅山医院分院,31.947068,118.706908,医院
新棠路181号,南京市六合区中医院,32.316472,118.839026,医院
聚福路与花港北路交叉口东150米,花岗第一社区卫生服务站,32.032037,118.896666,医院
湖东路95号附近,佳福苑社区卫生服务站,31.948373,118.876858,医院
江宁开发区秦淮路86号,秦淮社区卫生服务中心站,31.954028,118.792168,医院
甘家巷1号,瑞东医院,32.149066,118.930698,医院
沙洲街道莲池路113号(千手养老院旁),建邺区莲花社区卫生服务中心,31.959802,118.715195,医院
文枢东路1号,仙林社区卫生服务中心,32.096413,118.908432,医院
大厂街道化工园区凤南创业街A区8号,湖滨社区卫生服务站,32.199788,118.739718,医院
凤凰山新寓内,凤凰山铁矿医院,31.836853,118.802575,医院
淳化镇集镇,淳化医院,31.93213,118.931716,医院
和燕路胜利村2-1号,栖霞区燕子矶社区卫生服务中心,32.131328,118.819766,医院
东山镇东新北路99号,东山街道东山社区卫生服务站,31.958587,118.850829,医院
开城路与麒麟商业步行街交叉口西100米,麒麟街道步行街社区卫生服务中心站,32.051259,118.925879,医院
雨润大街88号2号楼2楼,建邺区沙洲社区卫生服务中心,31.984607,118.721950,医院
浦泗路附近,泰山街道花旗社区卫生服务站,32.163635,118.655721,医院
陇西路与龙西公路交叉口东50米,江苏省第二中医院西善桥院区,31.955874,118.723969,医院
友谊街70号4层,建邺区清荷园社区卫生服务站,31.972496,118.714243,医院
同心街与桂园西路交叉口西50米,土桥社区卫生服务中心,31.936179,119.057448,医院
铁心桥定坊和苑B区(管道路北),雨花台区桥南社区卫生服务站,31.945416,118.747423,医院
龙虎巷100号附近,浦厂医院龙溪卫生服务站,32.124111,118.686293,医院
泰山街道迎江路62号,泰山街道桥北社区卫生服务站,32.123012,118.731452,医院
石羊路9号,东山街道章村社区卫生服务中心站,31.965483,118.855694,医院
高新路12号6附近,南京高新医院高新开发区卫生服务站,32.160185,118.709292,医院
和燕路533号,燕子矶门坡社区卫生服务站,32.137752,118.819272,医院
秋月路100号,东山街道中前社区卫生服务站,31.954432,118.837970,医院
南浦路318号附近,沿江社区卫生服务中心疫苗接种中心,32.150780,118.740985,医院
仙境路与文澜路交叉口东南150米,南工院卫生服务中心,32.121353,118.934452,医院
江浦街道团结路西水湾小区二期大门口,江浦街道巩固社区卫生服务站,32.046230,118.621986,医院
栖霞街道栖霞南街47号,栖霞社区卫生服务中心,32.143829,118.951258,医院
秦城街48号,江宁医疗集团丹阳医院,31.632371,118.718953,医院
邺城路21号,建邺区双闸社区卫生服务中心,31.985939,118.705913,医院
凤凰大街与文昌路交叉口南50米,南京中医药大学实习医院,32.059020,118.624410,医院
江横线与205县道交叉口南150米,江宁区横溪街道社区卫生服务中心,31.712376,118.773536,医院
仙鹤门二号路,仙鹤门社区卫生服务中心,32.089870,118.898668,医院
汇景西路18号荟邻中心6楼,南京轩东医院,31.982202,118.810504,医院
宁六路38号,南京长海结石病医院(24小时服务),32.152568,118.713569,医院
东山街道上元大街807号,东山街道东城社区卫生服务站,31.957474,118.855941,医院
上河街166号,南京市浦口区中心医院120急救分站,32.049933,118.636786,医院
燕子矶街道太新路63号,南京电气集团职工医院,32.143891,118.829356,医院
葛塘街道葛关路900号,葛塘街道社区卫生服务中心,32.243514,118.746505,医院
农工路西100米,江南水泥厂社区卫生服务站,32.153177,118.985283,医院
沿山路230号附近,麒麟街道泉水社区卫生服务中心站,32.024320,118.930989,医院
马群街169号钟山学院内,江苏钟山老年康复医院,32.043145,118.887546,医院
万安西路168号,东山街道世纪东山社区卫生服务站,31.959766,118.869288,医院
秣陵街道爱陵路16号,南京江宁荣平医院,31.847842,118.834693,医院
南浦路99号天润门诊3楼,沿江街道社区卫生服务中心儿童保健(体检)中心,32.149106,118.739612,医院
永胜路与润发路交叉口西50米,华庭南园社区卫生服务站,31.993690,118.874668,医院
浦园路18号,浦口区急救站浦口医院分站,32.104762,118.719526,医院
龙潭街道营防街17号,靖安社区卫生服务中心,32.220299,119.130861,医院
江宁街道,江宁街道社区卫生服务中心,31.863010,118.608539,医院
挹江门街道回龙桥8号,南京长江医院回龙桥社区便民医疗服务站,32.074629,118.761076,医院
南浦路24号附近,复兴社区卫生服务站,32.149104,118.739622,医院
大厂街道(海棠花园内),大厂街道晓山社区卫生服务站,32.217369,118.741471,医院
板桥镇203国道辅机路182号附近,板桥社区卫生服务中心(辅机路),31.898747,118.636062,医院
东山街道上元大街上元路87号,东山街道晓里社区卫生服务站,31.954943,118.854876,医院
永阳镇崇文路86号,东南大学附属中大医院溧水分院,31.631114,119.034284,医院
东山街道金盛路988号明月港湾大门口,东山街道邵圣社区卫生服务站,31.968416,118.828036,医院
周村街与002县道交叉口南100米,谷里镇周村社区卫生服务室,31.911519,118.721994,医院
桥北社区院内,南京市江北新区泰山街道桥荫路社区卫生服务站,32.123017,118.731454,医院
联珠村二路与联珠路交叉口东北150米,栖霞区燕子矶胜利二村社区卫生服务站,32.134276,118.818072,医院
中水路27号附近,邵圣社区卫生服务站,31.969589,118.823291,医院
尤山路18号,西岗社区卫生服务中心,32.142925,119.010405,医院
龙潭物流园岗龙线,东阳社区卫生服务站,32.148886,119.028350,医院
宏运大道与龙西互通交叉口北150米,东山街道龙西社区卫生服务站,31.961314,118.790925,医院
中圣南街9之7-9,南门社区卫生服务站,32.055398,118.626935,医院
科建路1190号,南京紫金医院(江宁病区),31.932969,118.875306,医院
